cust_id,average_salary,average_current_acc_balance,average_saving_account_balance,average_credit_card_balance,average_monthly_balance,average_debt_to_income_ratio
32,1960.7305263157893,3425.273157894737,97.77842105263157,,1761.5257894736842,
33,2161.8622222222225,2195.8777777777777,,,,
34,1794.3973333333333,2825.9316666666664,1795.952,,2310.9418333333333,
35,1863.2763636363636,1175.6168181818182,2711.847272727273,,1943.7320454545452,
36,1609.6275,161.6975,383.12375000000003,,272.410625,
37,2158.461111111111,402.3827777777778,3603.967777777778,,2003.1752777777776,
38,1645.6433333333334,1697.5844444444444,,,,
39,2106.7413333333334,-389.42333333333335,679.7566666666667,,145.16666666666666,
40,2130.716,-222.344,1321.411,742.3505,549.5335,0.3486579296216404
42,,442.40250000000003,647.9325,3730.97125,545.1675,
43,2948.508,1816.5240000000001,723.894,,1270.209,
44,2659.501578947368,22.951578947368418,3823.723157894737,1342.5105263157895,1923.3373684210528,0.5400591125127602
46,,4324.766666666666,624.5166666666667,,2474.641666666667,
47,2834.26,943.0266666666666,353.1133333333334,1382.1899999999998,648.07,0.5678459511946791
48,2595.6037499999998,1215.27875,0.0,503.17625,607.639375,0.24498267459143203
49,,1715.377,0.0,,857.6885,
50,1408.3807692307694,4903.632692307692,0.0,,2451.816346153846,
51,1770.5692857142858,2034.8942857142858,1714.3342857142857,,1874.6142857142856,
52,,2669.6066666666666,0.0,,1334.8033333333333,
53,1889.8457575757575,,1317.5139393939394,,,
54,1995.71375,-1534.6356250000001,1913.060625,,189.21249999999998,
55,1427.8826086956524,339.29869565217393,,,,
56,1354.962,91.46228571428573,2784.5377142857146,1525.1971428571428,1438.0,1.1396522352797118
58,1678.2164285714284,4170.59,2821.222142857143,1571.4842857142855,3495.906071428571,0.9364164190270349
59,1840.8952380952383,315.02809523809526,0.0,,157.51404761904763,
60,2648.4507692307693,865.1153846153846,0.0,0.0,432.5576923076923,0.0
61,2161.892,1683.852,1559.9720000000002,,1621.9119999999998,
62,1791.4694444444444,2203.7472222222223,2011.4016666666669,,2107.5744444444445,
63,1706.51125,682.48625,1766.11875,1672.7275,1224.3025,0.9808230085982441
64,2206.045,356.194,3178.2075,1985.8650000000002,1767.20075,0.9432239432732233
65,1652.38,1612.25,3316.55,,2464.4,
66,1977.6810526315792,-2269.234736842105,207.46526315789475,,-1030.8847368421054,
67,,-230.49,1458.28,2131.79,613.895,
68,1843.0357142857142,2713.8557142857144,2248.8534285714286,0.0,2481.3545714285715,0.0
69,,2638.4105555555557,23.12388888888889,,1330.7672222222222,
70,2105.679393939394,1534.2539393939394,2548.0445454545456,3584.2348484848485,2041.1492424242424,1.8969317014010403
71,1439.674074074074,4515.939629629629,2899.8918518518517,,3707.915740740741,
72,,-115.31851851851853,2907.612222222222,1068.4592592592594,1396.1468518518518,
73,1691.7723529411765,954.5729411764705,993.1058823529411,,973.8394117647059,
74,2161.777,147.365,0.0,3179.852,73.6825,1.5654479337989584
75,1560.9112499999999,196.4159375,0.0,484.9528125,98.20796875,0.30994643225599877
77,1626.0764705882352,3846.5041176470586,3088.4164705882354,,3467.4602941176468,
78,1766.8546153846155,2877.86,2755.023846153846,,2816.441923076923,
79,,609.2976923076923,0.0,401.4923076923077,304.64884615384614,
81,,930.7679411764706,3656.86,2276.3705882352942,2293.8139705882354,
82,1740.0933333333332,1927.1927777777778,1282.957777777778,,1605.0752777777777,
83,1754.3174999999999,2450.175,231.0075,,1340.59125,
84,2090.7804761904763,417.8309523809524,104.65904761904763,136.25,261.245,0.06513862684189016
85,,2834.0721739130436,2047.7265217391305,1503.3252173913045,2440.899347826087,
86,1320.5600000000002,345.98,147.56,,246.76999999999998,
87,2436.718148148148,1414.2929629629627,964.2811111111112,1201.3222222222223,1189.287037037037,0.529824579657286
88,2597.9835714285714,-193.15857142857143,0.0,,-96.57928571428572,
89,,2336.095384615385,253.99153846153845,853.9430769230769,1295.0434615384618,
90,,2187.4377777777777,1882.2355555555555,1993.6366666666665,2034.8366666666666,
91,2416.84,2465.47,0.0,,1232.735,
92,,1620.3736363636365,5322.293636363636,,3471.3336363636363,
93,2140.0327777777775,2275.0975,545.2552777777778,0.0,1410.1763888888888,0.0
94,1814.8999999999999,1180.99,374.5025,1507.0541666666668,777.74625,0.9289743087357908
96,2678.6138461538458,36.628461538461536,,,,
97,2707.795,2220.635,4165.725,,3193.18,
98,,-376.55217391304353,1643.6239130434783,2376.055652173913,633.5358695652175,
99,2198.2059999999997,-341.26666666666665,0.0,,-170.63333333333333,
100,2321.9333333333334,2273.085,71.2,,1172.1425,
101,2303.2225,1801.7483333333332,2408.959166666667,,2105.35375,
103,2166.0072727272727,1697.4004545454545,,629.9109090909092,,0.3876354631652872
104,1583.4833333333333,1435.6666666666667,1356.698888888889,632.0522222222221,1396.1827777777778,0.4000612808109832
105,2837.564,-382.26800000000003,3793.379,,1705.5555,
107,2510.471388888889,1404.9280555555556,2516.768611111111,0.0,1960.8483333333336,0.0
108,2536.110476190476,754.7633333333333,728.1328571428572,2173.06,741.4480952380952,0.8866266395256646
109,2381.1238888888893,889.0330555555555,1672.831111111111,,1280.9320833333334,
110,2164.3746153846155,-312.7184615384615,1360.4215384615384,0.0,523.8515384615384,0.0
111,1569.6599999999999,1238.355,0.0,,619.1775,
113,1994.44125,-76.75999999999999,2286.7625,,1105.00125,
114,1378.1466666666668,-752.8100000000001,1298.78,1994.2,272.985,1.4484615868327833
115,2424.478421052632,-36.666315789473686,995.1678947368421,,479.25078947368416,
116,961.87625,452.831875,334.80875,,393.8203125,
117,1525.6100000000001,853.6342857142857,847.8895238095238,,850.7619047619048,
118,1863.8071428571427,2271.9757142857143,,,,
119,1819.0116666666665,1528.3191666666664,0.0,,764.1595833333332,
120,1680.6575,3163.65625,804.6,,1984.128125,
121,1236.8966666666668,1767.7666666666667,,691.7333333333332,,0.5592335606358745
122,1799.2733333333333,763.06,2330.56,,1546.8100000000002,
124,,911.340625,3998.855625,2173.318125,2455.098125,
125,1872.304117647059,-685.2482352941176,4.641764705882353,,-340.30323529411766,
126,,3762.5265,0.0,2326.241,1881.26325,
127,2282.205294117647,,1181.9670588235294,,,
128,1957.9360000000001,1865.4479999999999,2711.32,,2288.384,
129,2333.9411764705883,-1068.6164705882352,3371.820882352941,,1151.6022058823528,
130,2594.1388461538463,162.04346153846154,1882.2730769230768,,1022.1582692307693,
131,,1211.6997222222224,1068.884722222222,,1140.292222222222,
132,2515.628421052632,673.6594736842105,4449.8263157894735,779.4573684210527,2561.742894736842,0.3422083766217218
133,2008.1405555555555,517.2613888888889,766.3155555555555,334.2416666666667,641.7884722222223,0.19072310792624714
134,758.94375,401.5225,,,,
136,2162.9331578947367,-539.6715789473684,,,,
137,1747.046842105263,4654.507368421053,2236.935789473684,,3445.7215789473685,
138,2396.778,1891.9673333333333,3508.3993333333333,732.704,2700.1833333333334,0.3056901056934712
139,2457.070588235294,1165.59,6102.324117647058,0.0,3633.9570588235297,0.0
140,2510.8023076923077,1055.9915384615383,2942.671538461538,0.0,1999.3315384615385,0.0
141,2399.945,820.2308333333334,5800.859444444444,,3310.5451388888887,
142,1481.2453333333333,867.8906666666667,471.96666666666664,94.47066666666666,669.9286666666667,0.06348264245077856
143,1885.7732352941177,-1925.9776470588235,1216.639705882353,71.27735294117646,-354.6689705882353,0.03760576690990679
144,1642.638,1310.364,3407.961333333333,,2359.1626666666666,
145,2446.9300000000003,2601.0266666666666,2188.3257575757575,0.0,2394.6762121212123,0.0
146,,925.3027777777778,1847.7805555555558,,1386.5416666666667,
147,2302.489,1031.5525,,,,
148,2322.5217241379314,1989.0579310344829,556.7593103448276,,1272.9086206896552,
149,1931.3554545454544,2074.871818181818,,,,
150,1870.2984375,2176.6546875,1020.605625,,1598.63015625,
151,1560.444166666667,2110.0416666666665,,,,
152,,2843.2346153846156,65.82615384615384,426.7423076923077,1454.5303846153847,
153,,237.2175,4554.590416666667,,2395.9039583333333,
155,,1353.163076923077,2695.409230769231,,2024.2861538461539,
156,2398.56,-144.565,1312.673125,,584.0540625,
157,1346.8700000000001,1116.6625000000001,117.25416666666666,,616.9583333333334,
158,1889.5156666666667,,1621.580333333333,,,
160,2130.517142857143,1846.785238095238,1424.7380952380952,,1635.7616666666668,
161,3107.9666666666667,-174.345,997.1550000000001,0.0,411.40500000000003,0.0
162,,778.3704761904762,0.0,,389.1852380952381,
163,2082.3483333333334,2593.042,5082.456666666667,,3837.749333333333,
164,2366.631666666666,-321.6116666666667,0.0,2185.065,-160.80583333333334,1.0739833823566944
165,1704.91,343.4327777777778,,0.0,,0.0
166,2544.402,759.592,2084.768,,1422.1799999999998,
167,2060.6915384615386,1633.8546153846155,680.0699999999999,724.9123076923078,1156.9623076923076,0.3819583513929305
168,883.0942857142857,1227.552857142857,1301.3985714285716,,1264.4757142857143,
169,2712.552666666667,481.5206666666666,2748.902666666667,,1615.2116666666666,
170,2182.698947368421,2854.7678947368418,1703.588947368421,,2279.1784210526316,
171,2053.678,1089.6219999999998,1731.7540000000001,839.14,1410.6879999999999,0.4089926392707176
172,,2497.5916,5800.34,1562.2732,4148.9658,
174,,1058.6191666666666,937.755,2572.7933333333335,998.1870833333334,
175,,-909.6083333333332,,2112.415,,
176,2341.3433333333332,726.4566666666667,5177.132857142858,,2951.794761904762,
177,2042.5344444444445,390.99055555555555,3732.997777777778,836.5044444444444,2061.994166666667,0.40864120890597055
178,1357.965,544.7375000000001,2329.2391666666667,,1436.9883333333335,
179,,-712.4250000000001,0.0,,-356.21250000000003,
180,,,4816.651034482758,1452.8844827586208,,
181,1995.5139393939396,2271.4060606060602,1776.9269696969695,3859.021515151515,2024.1665151515151,1.9357014681483367
182,1365.4046875,1694.2503125,132.0175,759.7965625,913.13390625,0.5529237724010039
183,2205.5735,-79.3675,787.751,,354.19175,
184,2124.312,4860.339000000001,971.6573333333333,1205.15,2915.9981666666663,0.5746406379333089
185,2148.022,376.756,781.0574285714287,,578.9067142857143,
186,1786.58,78.42999999999999,0.0,0.0,39.214999999999996,0.0
187,1377.9413043478262,1756.534347826087,883.044347826087,3397.739565217391,1319.789347826087,2.480819408200401
188,2542.72875,932.1700000000001,295.9425,,614.05625,
189,1914.79125,-857.58375,6021.05,372.64,2581.7331249999997,0.19544503151155976
190,2146.791904761905,1097.4666666666667,,47.07619047619047,,0.020734270627126346
191,2136.7877777777776,2970.6966666666667,2852.468888888889,905.8833333333333,2911.582777777778,0.521826219681945
193,2411.400909090909,-31.900000000000002,0.0,,-15.950000000000001,
194,2188.92,3371.88,1041.2649999999999,,2206.5724999999998,
195,1253.3075,154.245,212.26,,183.2525,
196,1846.1950000000002,1938.1925,1483.35,,1710.77125,
197,1966.6573333333333,-25.651333333333334,3884.986,,1929.6673333333335,
198,2480.008888888889,907.2527777777777,2243.511111111111,1092.0255555555555,1575.3819444444443,0.6214578012183306
199,2841.8825,-63.6175,767.3225,1661.785,351.8525,0.6140573904459679
200,1599.216923076923,1847.9192307692308,1011.9915384615384,,1429.9553846153844,
201,1829.1779999999999,460.70133333333337,755.1753333333332,,607.9383333333333,
203,2126.44375,1591.0,1751.77,,1671.385,
204,1773.5,3048.11,1960.0966666666666,2810.2999999999997,2504.103333333333,1.5845545101938228
206,2004.6230769230767,-515.5946153846154,5420.415384615384,,2452.4103846153844,
207,,1089.005806451613,2778.1309677419354,,1933.5683870967744,
208,,4315.628,,0.0,,
209,1760.6186111111112,2056.2680555555557,304.68555555555554,,1180.4768055555555,
210,1957.7389655172415,-26.952413793103446,1218.0920689655172,,595.569827586207,
211,1953.1845714285716,1429.511714285714,0.0,,714.755857142857,
212,2334.9582142857143,640.4646428571428,5897.979285714287,,3269.221964285714,
213,2260.270555555556,3316.383055555556,1440.4280555555556,,2378.4055555555556,
214,1706.3145833333335,1758.00125,2479.8387500000003,157.4025,2118.92,0.09203275978281257
216,3033.912413793103,392.11827586206897,0.0,,196.05913793103448,
217,,1354.30125,1988.53125,,1671.41625,
218,,2011.8061904761905,3831.7390476190476,,2921.772619047619,
219,1635.08,2829.56,,36.4,,0.02226190767424224
220,1188.3925,2369.0022222222224,2832.866111111111,2517.823888888889,2600.934166666667,2.1153298565820338
221,2546.081111111111,882.5377777777778,626.6722222222222,1907.3333333333333,754.605,0.7491203208232599
222,2260.18,741.75,0.0,0.0,370.875,0.0
224,1646.536,-847.5260000000001,2010.83,743.254,581.6519999999999,0.6051280956728133
225,2512.5436363636363,1421.9963636363636,2022.9618181818184,,1722.479090909091,
226,,1103.1382352941175,2365.2617647058823,1514.5782352941178,1734.2,
228,2764.3222222222225,917.3002777777778,1568.1669444444444,2820.4411111111112,1242.7336111111113,1.2970090779900216
229,1811.2825,4592.466666666666,329.8958333333333,,2461.18125,
230,,4589.553684210527,2190.911052631579,,3390.232368421053,
231,,833.45375,1764.39625,,1298.925,
232,2031.708,55.806000000000004,,,,
233,,2398.8559090909093,582.9881818181818,,1490.9220454545457,
234,1825.4889473684211,4259.8421052631575,1453.4289473684212,1207.6957894736843,2856.6355263157893,0.6702622350930376
235,1346.3227777777777,3970.6188888888887,0.0,,1985.3094444444444,
236,2330.565,1024.7450000000001,3463.6966666666667,,2244.2208333333333,
237,3319.3334999999997,,,4691.0830000000005,,1.628395138508743
238,,1492.098,1007.8960000000001,,1249.997,
239,,579.13375,2176.12875,,1377.63125,
240,1375.9,2008.08,1555.91,,1781.995,
241,2509.338,1240.934,2546.218,1484.606,1893.5760000000002,0.6245182628149036
242,2012.9378260869564,3537.269565217391,1114.6917391304348,,2325.980652173913,
243,1529.77,255.75,0.0,,127.875,
244,1496.8257142857144,-490.3285714285715,2091.844285714286,,800.7578571428572,
245,1427.917037037037,758.4207407407407,0.0,,379.21037037037036,
246,1580.3727272727272,379.5404545454545,160.5468181818182,,270.0436363636364,
247,1943.6475,2455.555,4592.21625,135.665,3523.885625,0.06801614431036859
248,2197.9950000000003,-687.9316666666667,481.10999999999996,2082.335,-103.41083333333331,0.9470892806312688
249,1524.0053333333335,3061.314,3814.116666666667,3301.1386666666667,3437.7153333333335,2.168166528190006
250,,149.30833333333334,5653.745555555555,,2901.5269444444443,
252,987.49125,2707.2975,715.715,,1711.50625,
253,2475.67,-940.5250000000001,0.0,1848.555,-470.26250000000005,0.7468149794341901
254,1900.37,414.95,1120.58,2108.23,767.765,1.1093786999373807
255,1960.7194444444442,506.7244444444445,3988.8530555555553,1299.0525,2247.78875,0.6629379088798735
257,2819.9144444444446,-1067.0877777777778,4643.696666666667,0.0,1788.3044444444445,0.0
258,,1871.6947368421052,30.601052631578945,,951.1478947368422,
259,1993.407777777778,-34.09777777777778,1762.2488888888888,1788.46,864.0755555555556,0.8974021309957085
260,1578.0928571428572,2733.5685714285714,0.0,,1366.7842857142857,
261,1754.4015,-2317.1150000000002,1537.1055000000001,,-390.00474999999994,
262,1822.623448275862,2199.5641379310346,296.2037931034483,,1247.8839655172414,
265,1921.148888888889,2136.84,714.6511111111112,579.5266666666666,1425.7455555555557,0.30207963064640925
266,,2732.57,,,,
267,,1024.8926315789474,174.56,,599.7263157894737,
268,2161.0946666666664,1719.63,0.0,,859.815,
269,1921.815,1637.48,2201.9025,0.0,1919.69125,0.0
270,1770.2075,423.19300000000004,1811.3049999999998,1498.4765,1117.249,0.8791627244725888
271,2782.103846153846,496.3823076923076,1378.3899999999999,1519.4176923076923,937.3861538461539,0.5537331872606319
272,,-197.9257142857143,1643.1257142857141,,722.6,
273,1556.5591176470589,1970.2358823529412,94.22029411764706,,1032.228088235294,
274,2342.7510714285713,-770.5464285714286,,,,
275,1822.2762962962963,505.86481481481485,0.0,1666.5462962962963,252.93240740740742,0.9145462530601439
276,2297.3738888888893,3778.6455555555553,113.68277777777777,2679.6924999999997,1946.1641666666667,1.218277490702368
277,1330.87,1320.88,2001.45,2581.57,1661.165,1.9397612088333198
278,2279.45,403.05,0.0,,201.525,
279,1548.509,-699.1890000000001,0.0,2041.2005000000001,-349.59450000000004,1.3204555386524262
280,1375.2741666666668,-413.75666666666666,0.0,,-206.87833333333333,
281,971.7263888888889,-5.601666666666664,0.0,,-2.800833333333332,
282,1567.6853333333333,-684.0146666666666,1341.3546666666666,0.0,328.67,0.0
283,1687.1114705882353,1633.674705882353,3318.514705882353,,2476.094705882353,
284,,-123.07600000000001,0.0,,-61.538000000000004,
285,1279.1371428571429,-2285.3785714285714,0.0,,-1142.6892857142857,
287,2520.294,-1228.135,3411.8770000000004,,1091.8709999999999,
288,2043.8478260869565,21.351304347826094,0.0,0.0,10.675652173913047,0.0
290,,877.7545454545453,2304.7663636363636,2243.86,1591.2604545454546,
291,2510.743793103448,3820.9189655172413,1006.7927586206897,,2413.855862068966,
292,1841.075,2875.429166666667,3983.72,747.6258333333334,3429.5745833333335,0.5615148051037352
293,3018.9758064516127,283.93129032258065,1480.6567741935485,,882.2940322580645,
294,,455.674,,0.0,,
295,2066.478888888889,1052.885925925926,234.71074074074073,909.2918518518519,643.7983333333333,0.44277048173095185
296,2855.6169230769233,578.3357692307692,0.0,0.0,289.1678846153846,0.0
297,984.0645454545454,1268.8572727272729,1472.388181818182,,1370.6227272727272,
299,2585.463333333333,-1906.9366666666667,3655.7088888888884,1590.947777777778,874.3861111111112,0.7670393649408374
300,2513.991176470588,3979.0864705882354,91.79411764705883,,2035.440294117647,
301,,1349.4452777777778,2317.9855555555555,,1833.715416666667,
302,1312.90375,-782.845,0.0,,-391.4225,
303,2640.6,-469.67857142857144,0.0,0.0,-234.83928571428572,0.0
304,1859.1828571428573,4137.777142857142,2046.8342857142857,2843.2742857142853,3092.305714285714,1.5297917313999871
306,,1361.8721739130435,,1011.4130434782609,,
307,,4819.61125,688.86,,2754.235625,
308,,1864.412857142857,1909.7619047619048,1151.7628571428572,1887.087380952381,
309,1595.0366666666664,74.67619047619048,5179.160476190476,,2626.9183333333335,
310,2428.3055555555557,3052.6105555555555,3964.105,,3508.3577777777778,
311,,254.34472222222223,0.0,,127.17236111111112,
312,1736.84,1009.6585714285715,343.5,45.378571428571426,676.5792857142858,0.026044687926775577
313,1750.2283333333335,602.7483333333333,4217.3550000000005,,2410.0516666666667,
315,1543.75375,3135.05,23.8525,0.0,1579.45125,0.0
316,,,358.51882352941175,,,
317,1327.9875862068966,1752.606896551724,0.0,,876.303448275862,
318,2004.5803846153844,1683.283076923077,1924.8842307692307,,1804.083653846154,
319,3028.2433333333333,1019.2733333333332,296.1666666666667,,657.7199999999999,
320,1378.5641666666666,-1739.1680555555556,253.16444444444446,,-743.0018055555555,
321,1819.76,-1705.3166666666666,713.1433333333333,411.0055555555556,-496.08666666666664,0.22611325924821013
322,1989.335,-2045.0983333333334,0.0,,-1022.5491666666667,
323,3148.637142857143,883.2442857142858,0.0,0.0,441.6221428571429,0.0
324,2047.4975000000002,1362.42875,991.54625,270.29833333333335,1176.9875,0.13203034405168265
325,1488.5853333333332,2696.059333333333,0.0,1129.4526666666668,1348.0296666666666,0.7589322439981937
326,2252.47,853.94,2123.17,1864.22,1488.555,0.8276336643773281
327,2366.7346666666663,3378.313333333333,0.0,2281.3633333333332,1689.1566666666665,1.3183437146585966
328,1920.7623076923078,-449.3046153846154,4117.525384615385,,1834.1103846153844,
329,,-1032.0430555555556,700.3619444444444,,-165.84055555555554,
330,,817.885,1654.5,,1236.1924999999999,
331,,1802.589,318.2565,892.722,1060.42275,
332,2648.046,406.55,,441.245,,0.21310423566251466
333,1869.28,13.045,,2018.75,,1.080020272411355
334,1778.4157142857143,-505.39,1365.375,,429.9925,
335,2621.65375,659.52,1829.64625,,1244.583125,
337,1455.6582352941175,1317.100588235294,1466.8999999999999,,1392.0002941176472,
338,1548.5721428571428,988.7589285714286,3377.6078571428575,,2183.1833928571427,
339,2325.133846153846,,2154.506923076923,,,
340,2244.36,1837.3836363636365,2141.2145454545457,,1989.299090909091,
341,2088.004,2968.619,1891.28,9.337,2429.9495,0.004471742631975055
343,1909.43,3118.806956521739,1999.0604347826086,,2558.933695652174,
344,2233.883181818182,1640.7872727272727,849.9186363636363,,1245.3529545454546,
345,1668.75,3279.2330769230766,0.0,241.12115384615385,1639.6165384615383,0.14468748799716738
346,1072.915,2551.5516666666667,2545.1383333333333,,2548.345,
348,1771.2181818181818,2100.6554545454546,0.0,,1050.3277272727273,
349,,1570.3554545454544,911.8490909090909,4362.102727272727,1241.1022727272727,
350,1658.82,-166.83,,,,
351,1385.9975,-683.7628571428571,763.4917857142857,2537.700714285714,39.864464285714284,1.861695569515727
352,1374.4433333333334,2785.7666666666664,570.5966666666667,2080.35,1678.1816666666666,1.6345736775721535
353,2869.784615384616,,5185.041538461538,1372.2976923076922,,0.5936418392486122
354,2094.3229411764705,779.6676470588236,2532.015294117647,149.72058823529412,1655.8414705882353,0.0722155693692884
355,,,1171.2354545454546,0.0,,
356,,910.0166666666668,491.38166666666666,3194.8233333333333,700.6991666666667,
357,,1521.9650000000001,1948.9350000000002,,1735.45,
358,2191.757692307692,-175.79538461538462,2417.618461538462,,1120.9115384615384,
359,,2313.782,2805.566,,2559.674,
360,2296.3972727272726,1752.01,,,,
362,2417.6269444444442,1311.9833333333333,2107.6566666666668,,1709.8200000000002,
363,,-639.4868181818182,2364.719090909091,,862.6161363636364,
364,2202.266,1768.5369999999998,0.0,4638.407,884.2684999999999,2.6121567306543816
365,1842.706470588235,1731.6982352941177,5708.139705882353,4429.770882352941,3719.918970588235,2.5190764880135186
366,875.6836666666666,596.056,5740.036000000001,,3168.0460000000003,
368,2487.8206250000003,3254.2825,1284.00625,,2269.144375,
369,2421.672916666667,-1615.6270833333335,6289.511666666666,4.70375,2336.9422916666667,0.001863059386139114
370,1787.250625,3140.24125,2419.805,272.755,2780.023125,0.15251741869440433
371,1544.265,1118.76125,0.0,,559.380625,
372,2128.15,,2651.657142857143,779.8014285714286,,0.3689229014067478
373,,1312.1225,712.0175,0.0,1012.07,
374,2172.752857142857,2062.657857142857,0.0,391.94642857142856,1031.3289285714286,0.1797950673752504
375,,4262.3099999999995,0.0,720.87,2131.1549999999997,
377,1944.9830555555554,1045.966388888889,1150.8069444444445,1951.88,1098.3866666666665,1.0280333238778494
378,2088.8863157894734,693.282105263158,92.88842105263157,,393.08526315789476,
379,2075.205,-556.275625,1749.00875,4341.725625,596.3665625,2.563125252489311
380,,2571.1855,0.0,525.9285,1285.59275,
381,,2371.5214285714287,3166.7242857142855,,2769.1228571428574,
382,1402.670606060606,1765.1363636363637,1157.0569696969696,,1461.0966666666668,
383,2375.152727272727,-679.1909090909091,,,,
384,2894.2825000000003,901.16375,0.0,,450.581875,
385,1595.4708333333333,3988.2683333333334,811.8916666666667,-0.19694444444444445,2400.08,-0.00012391430792548224
386,,1394.1,0.0,,697.05,
387,,1751.336923076923,2290.3884615384613,,2020.8626923076922,
388,799.2655555555556,1110.7933333333333,1876.8300000000002,,1493.8116666666667,
389,1365.8984615384616,3016.730769230769,112.34,1489.5800000000002,1564.5353846153846,1.0933525032327691
390,1718.63125,666.73875,2420.416875,2567.338125,1543.5778125,1.495977236956636
391,2044.7494444444444,1016.1494444444444,2492.1494444444447,191.0961111111111,1754.1494444444443,0.09642848444705893
392,1889.66,1052.23,4008.125,,2530.1775,
393,2226.7584615384617,2477.970384615385,23.854615384615386,0.0,1250.9125,0.0
394,1639.2688888888888,1281.2455555555555,,,,
395,1399.8356666666666,-773.3846666666667,3611.5426666666667,3395.325333333333,1419.0790000000002,2.552608812866308
396,1685.7,-835.13,1777.69,,471.28000000000003,
397,,3487.33625,420.36125,163.77625,1953.84875,
398,1687.6312121212122,-1909.340909090909,1560.6615151515152,,-174.33969696969694,
399,1525.6957142857143,1297.945714285714,913.4585714285714,917.3842857142856,1105.702142857143,0.6012463177696137
400,,-971.745,0.0,1920.608888888889,-485.8725,
401,2928.82125,207.625,751.0487499999999,0.0,479.33687499999996,0.0
402,2195.867142857143,1886.92,312.4871428571428,1272.8228571428572,1099.7035714285714,0.5800247305554083
403,,1293.7075,1837.1166666666668,,1565.4120833333334,
404,2180.407857142857,491.375,1002.0589285714286,,746.7169642857143,
405,1944.458888888889,-605.3422222222222,0.0,3520.3033333333333,-302.6711111111111,1.810782828003716
406,2688.7405555555556,1564.833888888889,2406.1911111111112,544.455,1985.5124999999998,0.32783956342038134
407,,1160.0814814814814,1771.9992592592591,,1466.0403703703703,
408,1987.9266666666665,522.0233333333333,1120.3733333333332,,821.1983333333334,
409,1417.999090909091,1557.9727272727273,1352.3481818181817,,1455.1604545454545,
410,,2417.68,2193.59,524.06,2305.635,
411,2061.516666666667,1182.2658333333334,0.0,,591.1329166666667,
412,2357.818333333333,-410.50333333333333,,,,
413,1999.5078571428571,-712.5735714285714,1482.2789285714284,,384.85267857142856,
414,,,1200.9014285714286,2835.0185714285717,,
416,1111.5561904761905,3427.606666666667,0.0,,1713.8033333333335,
417,,1245.6151851851853,1498.572962962963,1794.194074074074,1372.0940740740741,
419,,322.43142857142857,0.0,,161.21571428571428,
420,1862.4868421052631,2377.27,0.0,1732.745263157895,1188.635,0.931053980687938
421,2048.733333333333,-876.0016666666667,0.0,,-438.00083333333333,
422,1763.2181481481482,1792.7462962962964,2918.43,,2355.588148148148,
423,2242.2725,3485.0924999999997,0.0,,1742.5462499999999,
424,725.5371428571428,1678.662857142857,2550.6657142857143,0.0,2114.6642857142856,0.0
425,1518.8838888888888,736.8858333333333,5787.761388888889,,3262.323611111111,
426,2085.478,,0.0,,,
427,980.35,2311.4175,0.0,,1155.70875,
428,2386.936818181818,3150.9936363636366,29.812272727272727,1940.18,1590.4029545454543,0.8608802448200545
429,1710.6971875,1612.44125,1523.253125,,1567.8471875,
